qseqid,taxon_name,pident,db,sample_id,count
1_2104_7425_10131_lib_CACTGT_tag_AGACGC,,,,ML0563,2
1_2104_7674_8273_lib_TTGACT_tag_AGTCAT,,,,ML0563,1
1_2104_9621_15944_lib_ACATCG_tag_AGTCAT,,,,ML0563,7
1_2105_13836_17882_lib_CACTGT_tag_ACTAGC,,,,ML0563,1
1_2105_20163_23496_lib_ACATCG_tag_AGTGTA,NA,100,local,ML0563,1
1_2105_23179_7630_lib_CACTGT_tag_ATGTCG,,,,ML0563,1
1_2105_23505_5326_lib_ACATCG_tag_ACGTAT,,,,ML0563,1
1_2105_28657_18551_lib_ACATCG_tag_ATGTCG,,,,ML0563,1
1_2106_18364_14722_lib_CACTGT_tag_ATGTCG,,,,ML0563,1
1_2106_19098_4369_lib_GGAACT_tag_AGCTAG,,,,ML0563,1
1_2106_2253_11361_lib_ATTGGC_tag_AGTGTA,,,,ML0563,1
1_2106_22834_12240_lib_ACATCG_tag_AGCTAG,,,,ML0563,1
1_2106_24711_11068_lib_CACTGT_tag_ATGTCG,Aurelia_aurita,99.038,local,ML0563,56
1_2106_26735_15805_lib_CACTGT_tag_AGACGC,Nemertea,97.764,local,ML0563,2
1_2106_4298_14349_lib_CACTGT_tag_ATGTCG,,,,ML0563,1
1_2107_10556_20598_lib_CACTGT_tag_AGTGTA,,,,ML0563,1
1_2107_12900_15393_lib_CACTGT_tag_ATGTCG,,,,ML0563,11
1_2107_13715_19986_lib_ACATCG_tag_AGTGTA,,,,ML0563,22
1_2107_17836_20412_lib_CACTGT_tag_ATGTCG,,,,ML0563,2
1_2107_19633_23690_lib_ATTGGC_tag_ACGTAT,,,,ML0563,4
1_2107_21749_22209_lib_CACTGT_tag_ATGTCG,,,,ML0563,2
1_2107_22575_16909_lib_ACATCG_tag_ATGTCG,Hydractinia,100,local,ML0563,6
1_2107_23247_17373_lib_ACATCG_tag_AGTGTA,,,,ML0563,2
1_2107_2500_13046_lib_ACATCG_tag_AGACGC,NA;NA,100,local,ML0563,5
1_2107_27081_10440_lib_ATTGGC_tag_ACAGTC,,,,ML0563,12
1_2107_6809_18957_lib_ACATCG_tag_ACGTAT,,,,ML0563,14
1_2107_9719_14866_lib_CACTGT_tag_AGTGTA,,,,ML0563,2
1_2108_10914_5443_lib_ACATCG_tag_ACGTAT,,,,ML0563,2
1_2108_13195_9172_lib_CACTGT_tag_ATGTCG,,,,ML0563,2
1_2108_18025_4672_lib_ACATCG_tag_ACGTAT,,,,ML0563,5
1_2108_20793_8322_lib_ACATCG_tag_AGACGC,Myxilla sp. SV-2015;Myxilla mollis,98.535,genbank,ML0563,172
1_2108_24129_8725_lib_ACATCG_tag_ACGTAT,Harmothoe imbricata CMC03,100,genbank,ML0563,22
1_2108_24345_11455_lib_ACATCG_tag_ACGTAT,,,,ML0563,3
1_2108_27603_9265_lib_ATTGGC_tag_ACTAGC,,,,ML0563,2
1_2108_5709_22236_lib_CACTGT_tag_ATGTCG,,,,ML0563,1
1_2108_9441_11039_lib_ACATCG_tag_ACGTAT,,,,ML0563,8
1_2109_11081_10805_lib_TTGACT_tag_ATGTCG,,,,ML0563,1
1_2109_11860_18817_lib_CACTGT_tag_AGTGTA,,,,ML0563,3
1_2109_13391_12063_lib_CACTGT_tag_ATGTCG,,,,ML0563,4
1_2109_15422_11408_lib_ATTGGC_tag_AGCTAG,Dendrobeania_lichenoides,98.403,local,ML0563,3
1_2109_19320_5904_lib_ATTGGC_tag_ATAGCA,,,,ML0563,3
1_2109_20310_8234_lib_ACATCG_tag_ACTAGC,,,,ML0563,2
1_2109_7707_2213_lib_CACTGT_tag_ATGTCG,Aurelia_aurita,99.023,local,ML0563,2
1_2109_9259_5087_lib_ATTGGC_tag_ACTAGC,,,,ML0563,201
1_2110_13791_20939_lib_TGGTCA_tag_AGTCAT,,,,ML0563,1
1_2110_25665_7893_lib_ATTGGC_tag_AGCTAG,Parapleustinae_sp._1,97.764,local,ML0563,1
1_2110_25892_16362_lib_CACTGT_tag_ATGTCG,,,,ML0563,1
1_2110_5524_19236_lib_ATTGGC_tag_ACGTAT,,,,ML0563,11
1_2110_6414_19927_lib_ACATCG_tag_AGACGC,Bougainvillia muscus,100,genbank,ML0563,33
1_2110_8280_15874_lib_CACTGT_tag_ATGTCG,,,,ML0563,2
1_2111_11924_9371_lib_ACATCG_tag_ACAGTC,Proceraea_nigropunctata_2,100,local,ML0563,73
1_2111_13074_17980_lib_ACATCG_tag_AGACGC,Paradactylopodia_sp._1,100,local,ML0563,397
1_2111_16533_21776_lib_ACATCG_tag_AGACGC,Nereis pelagica CMC01,100,genbank,ML0563,3
1_2111_17503_12629_lib_CACTGT_tag_ATGTCG,,,,ML0563,1
1_2111_18650_15749_lib_CACTGT_tag_ATGTCG,,,,ML0563,1
1_2111_19731_22187_lib_CACTGT_tag_ATGTCG,,,,ML0563,1
1_2112_10083_7792_lib_ACATCG_tag_ACGTAT,,,,ML0563,2
1_2112_11563_5232_lib_CACTGT_tag_AGTGTA,Pseudo-nitzschia delicatissima,98.333,genbank,ML0563,2
1_2112_13491_23156_lib_ATTGGC_tag_AGCTAG,,,,ML0563,1
1_2112_15151_12196_lib_ACATCG_tag_AGACGC,Chaetoceros socialis,100,genbank,ML0563,113
1_2112_17852_3716_lib_ATTGGC_tag_AGTCAT,NA,97.07,local,ML0563,2
1_2112_5004_8160_lib_ACATCG_tag_ATCGAC,,,,ML0563,1
1_2112_8314_6649_lib_ACATCG_tag_ACAGTC,,,,ML0563,17
1_2112_8928_12044_lib_CACTGT_tag_ATGTCG,,,,ML0563,1
1_2113_10573_18724_lib_CACTGT_tag_ATGTCG,,,,ML0563,9
1_2113_12145_20680_lib_CACTGT_tag_ATGTCG,NA,99.676,local,ML0563,1
1_2113_16469_10164_lib_GGACGG_tag_ACTAGC,NA,100,local,ML0563,1
1_2113_17431_4870_lib_CACTGT_tag_ATGTCG,,,,ML0563,1
1_2113_18310_8336_lib_ATTGGC_tag_AGCTAG,,,,ML0563,2
1_2113_22239_21030_lib_ACATCG_tag_AGACGC,,,,ML0563,3
1_2113_26592_12616_lib_CACTGT_tag_AGTCAT,,,,ML0563,1
1_2113_7816_22417_lib_ATTGGC_tag_AGTCAT,,,,ML0563,1
1_2114_10174_6683_lib_ATTGGC_tag_AGACGC,,,,ML0563,2
1_2114_11968_18565_lib_GGAACT_tag_AGTGTA,,,,ML0563,1
1_2114_15483_7739_lib_CACTGT_tag_ATGTCG,,,,ML0563,2
1_2114_16091_15727_lib_ACATCG_tag_ACGTAT,Haliclona sp. E GPM-2011,99.627,genbank,ML0563,5
1_2114_19830_20325_lib_ACATCG_tag_ATCGAC,,,,ML0563,2
1_2114_2199_13483_lib_ATTGGC_tag_AGTCAT,NA,99.649,local,ML0563,3
1_2114_25515_4276_lib_ACATCG_tag_AGACGC,,,,ML0563,1
1_2114_26577_8767_lib_CACTGT_tag_ATGTCG,,,,ML0563,2
1_2114_26975_15600_lib_ACATCG_tag_AGACGC,,,,ML0563,6
1_2114_5524_15236_lib_ACATCG_tag_ATGTCG,,,,ML0563,3
1_2115_10418_11963_lib_CACTGT_tag_ATCGAC,,,,ML0563,1
1_2115_16919_7549_lib_ACATCG_tag_ACAGTC,Metridium senile,100,genbank,ML0563,18
1_2115_17039_17218_lib_ATTGGC_tag_AGCTAG,,,,ML0563,9
1_2115_19864_9507_lib_ACATCG_tag_AGACGC,Thalassionema nitzschioides,99.681,genbank,ML0563,2
1_2115_23596_23374_lib_CACTGT_tag_ATGTCG,,,,ML0563,2
1_2115_24569_19483_lib_ATTGGC_tag_ATAGCA,NA,97.88,local,ML0563,17
1_2115_9421_6137_lib_ATTGGC_tag_ACAGTC,,,,ML0563,13
1_2116_11571_8553_lib_ATTGGC_tag_AGACGC,,,,ML0563,1
1_2116_16965_5671_lib_CACTGT_tag_ATGTCG,,,,ML0563,1
1_2116_18608_5493_lib_CACTGT_tag_ATGTCG,,,,ML0563,2
1_2116_20203_15067_lib_ACATCG_tag_AGACGC,,,,ML0563,3
1_2116_20882_23716_lib_ATTGGC_tag_AGTGTA,,,,ML0563,276
1_2116_6603_11386_lib_ATTGGC_tag_AGTCAT,,,,ML0563,2
1_2116_8139_9571_lib_ACATCG_tag_ACTAGC,Podosira stelligera,99.674,genbank,ML0563,4
1_2116_9641_14137_lib_CACTGT_tag_ATGTCG,NA,99.649,local,ML0563,1
1_2117_12586_3174_lib_CACTGT_tag_ATGTCG,,,,ML0563,2
1_2117_1877_13404_lib_ACATCG_tag_ACAGTC,,,,ML0563,16
1_2117_25783_13491_lib_ACATCG_tag_AGCTAG,Pseudosuberites nudus;Halichondria sp. DE-2012,97.07,genbank,ML0563,57
1_2117_27600_18070_lib_ATTGGC_tag_ACGTAT,,,,ML0563,8
1_2117_3990_13071_lib_ATTGGC_tag_AGACGC,,,,ML0563,2
1_2118_10229_17662_lib_CACTGT_tag_ATGTCG,,,,ML0563,2
1_2118_18812_15476_lib_CACTGT_tag_ATGTCG,,,,ML0563,1
1_2118_3014_9503_lib_CACTGT_tag_ATGTCG,Aurelia_aurita,98.99,local,ML0563,1
1_2118_5541_11796_lib_TGGTCA_tag_ACGTAT,,,,ML0563,2
1_2119_10523_13867_lib_ACATCG_tag_AGTCAT,,,,ML0563,1
1_2119_20619_17380_lib_ATTGGC_tag_ATCGAC,Halichondria panicea,98.722,genbank,ML0563,1
1_2119_27323_13443_lib_CACTGT_tag_ATGTCG,Megalomma splendida,98.714,genbank,ML0563,5
1_2119_28288_17024_lib_ACATCG_tag_ATCGAC,,,,ML0563,1
1_1101_10022_2314_lib_ACATCG_tag_AGTCAT,,,,ML0581,1
1_1101_10145_6361_lib_ACATCG_tag_ACAGTC,Nemertea;NA,100,local,ML0581,52
1_1101_10192_15752_lib_ACATCG_tag_AGTCAT,,,,ML0581,3
1_1101_10319_6062_lib_GATCTG_tag_ACAGTC,,,,ML0581,183
1_1101_10637_12905_lib_ACATCG_tag_AGTCAT,,,,ML0581,1
1_1101_10850_22043_lib_GATCTG_tag_ACAGTC,,,,ML0581,85
1_1101_11062_4185_lib_GATCTG_tag_ACAGTC,Asterionellopsis glacialis,98,genbank,ML0581,1374
1_1101_11175_17001_lib_ACATCG_tag_AGTCAT,,,,ML0581,1
1_1101_11316_3949_lib_ACATCG_tag_ACAGTC,Mesocentrotus franciscanus,100,genbank,ML0581,1
1_1101_11539_23135_lib_ACATCG_tag_AGTCAT,NA,99.681,local,ML0581,1
1_1101_12005_23071_lib_ACATCG_tag_ACGTAT,,,,ML0581,11
1_1101_12053_4927_lib_GATCTG_tag_ACAGTC,,,,ML0581,80
1_1101_12353_20704_lib_GATCTG_tag_ACAGTC,,,,ML0581,803
1_1101_12513_13881_lib_ACATCG_tag_AGTCAT,Platynereis sp. CMC02,100,genbank,ML0581,19
1_1101_12591_4012_lib_GATCTG_tag_ACAGTC,Pleopis polyphemoides,100,genbank,ML0581,135
1_1101_12888_5253_lib_GATCTG_tag_ACAGTC,,,,ML0581,10
1_1101_13153_8183_lib_ATTGGC_tag_AGCTAG,Micromonas pusilla,100,genbank,ML0581,1
1_1101_13563_8746_lib_ACATCG_tag_AGTCAT,Diarthrodes_sp._2,100,local,ML0581,1
1_1101_13702_6067_lib_GATCTG_tag_ACAGTC,,,,ML0581,12
1_1101_14061_12745_lib_ACATCG_tag_AGTCAT,Paralaophonte_sp._2,100,local,ML0581,1
1_1101_14581_1725_lib_ACATCG_tag_ACGTAT,,,,ML0581,1
1_1101_14834_9238_lib_ACATCG_tag_ACAGTC,NA,100,local,ML0581,1
1_1101_15705_13795_lib_ACATCG_tag_ACGTAT,Amonardia_perturbata,100,local,ML0581,16
1_1101_15947_22957_lib_ATTGGC_tag_ACGTAT,Mytilus trossulus,100,genbank,ML0581,1
1_1101_15999_13177_lib_ATTGGC_tag_AGACGC,Hermissenda_crassicornis,99.681,local,ML0581,1
1_1101_17421_12182_lib_ATTGGC_tag_ACAGTC,Membranipora membranacea;Membranipora serrilamella,100,genbank,ML0581,1
1_1101_17592_4885_lib_GATCTG_tag_ACAGTC,,,,ML0581,3
1_1101_19677_23226_lib_ACATCG_tag_ACGTAT,,,,ML0581,1
1_1101_19972_12909_lib_ATTGGC_tag_AGTCAT,,,,ML0581,4
1_1101_20069_7691_lib_GATCTG_tag_ACAGTC,,,,ML0581,15
1_1101_20840_16061_lib_GATCTG_tag_ACAGTC,,,,ML0581,425
1_1101_20920_24569_lib_ACATCG_tag_ACAGTC,NA,98.596,local,ML0581,12
1_1101_21452_23056_lib_GATCTG_tag_ACAGTC,,,,ML0581,1
1_1101_21625_7651_lib_GATCTG_tag_ACAGTC,,,,ML0581,1
1_1101_22368_13985_lib_ACATCG_tag_ACAGTC,Ditylum brightwellii,100,genbank,ML0581,23043
1_1101_23719_7252_lib_ATTGGC_tag_AGACGC,,,,ML0581,136
1_1101_24592_13157_lib_GATCTG_tag_ACAGTC,Paracalanus parvus;Paracalanus sp. C AC-2013,100,genbank,ML0581,264
1_1101_24763_18862_lib_GATCTG_tag_ACAGTC,,,,ML0581,2
1_1101_24816_12383_lib_ACATCG_tag_AGTCAT,,,,ML0581,1
1_1101_25061_12122_lib_GATCTG_tag_ACAGTC,Ditylum brightwellii,98.693,genbank,ML0581,1
1_1101_25491_16039_lib_GATCTG_tag_ACAGTC,,,,ML0581,2
1_1101_26238_16085_lib_GATCTG_tag_ACAGTC,,,,ML0581,12
1_1101_2768_14875_lib_GATCTG_tag_AGACGC,,,,ML0581,1
1_1101_27807_18026_lib_GATCTG_tag_ACAGTC,,,,ML0581,100
1_1101_3382_7456_lib_ACATCG_tag_ACGTAT,,,,ML0581,2
1_1101_3428_17833_lib_ACATCG_tag_AGTCAT,,,,ML0581,1
1_1101_5438_16474_lib_GATCTG_tag_ACAGTC,,,,ML0581,14
1_1101_8173_4627_lib_GATCTG_tag_AGACGC,Pseudocalanus mimus,100,genbank,ML0581,1
1_1101_9620_14210_lib_GATCTG_tag_ACAGTC,,,,ML0581,98
1_1102_10476_11216_lib_GATCTG_tag_ACAGTC,Dendraster excentricus,99.361,genbank,ML0581,9
1_1102_10510_6346_lib_GATCTG_tag_ACAGTC,,,,ML0581,53
1_1102_10998_1465_lib_ACATCG_tag_ACAGTC,,,,ML0581,1
1_1102_11815_2970_lib_GATCTG_tag_ACAGTC,,,,ML0581,32
1_1102_14287_9716_lib_GATCTG_tag_ACAGTC,,,,ML0581,13
1_1102_16519_14828_lib_GATCTG_tag_ACAGTC,Pseudocalanus newmani,99.656,genbank,ML0581,3
1_1102_16617_7237_lib_CACTGT_tag_AGTGTA,,,,ML0581,1
1_1102_17165_18639_lib_GATCTG_tag_ACAGTC,,,,ML0581,43
1_1102_17678_6123_lib_GATCTG_tag_ACAGTC,,,,ML0581,15
1_1102_18926_7163_lib_GATCTG_tag_ACAGTC,,,,ML0581,46
1_1102_18942_17802_lib_ACATCG_tag_AGTCAT,,,,ML0581,1
1_1102_21614_17067_lib_GATCTG_tag_ACAGTC,,,,ML0581,14
1_1102_22030_17496_lib_GATCTG_tag_ATCGAC,Dictyocha speculum,97.36,genbank,ML0581,1
1_1102_23640_7303_lib_ACATCG_tag_ACGTAT,,,,ML0581,1
1_1102_23795_23145_lib_ACATCG_tag_ACGTAT,Nemertea,98.083,local,ML0581,2
1_1102_2887_10469_lib_GATCTG_tag_ACAGTC,,,,ML0581,1
1_1102_3342_16763_lib_GATCTG_tag_ACAGTC,,,,ML0581,1
1_1102_6053_14642_lib_ACATCG_tag_AGTGTA,Amphipholis sp. EACO2,100,genbank,ML0581,1
1_1103_10520_15318_lib_GATCTG_tag_ACAGTC,,,,ML0581,1
1_1103_12537_22555_lib_GATCTG_tag_ACAGTC,Ditylum brightwellii,98.697,genbank,ML0581,1
1_1103_12896_8142_lib_ACATCG_tag_ATGTCG,Pseudocalanus newmani,100,genbank,ML0581,60
1_1103_12903_12618_lib_GATCTG_tag_ACAGTC,,,,ML0581,2
1_1103_15267_10902_lib_ACATCG_tag_ACGTAT,,,,ML0581,274
1_1103_15837_2226_lib_ACATCG_tag_ACGTAT,Tisbe_sp._5,100,local,ML0581,1
1_1103_17938_6127_lib_GATCTG_tag_ACAGTC,,,,ML0581,54
1_1103_18486_2202_lib_ACATCG_tag_AGTCAT,Membranipora membranacea,100,genbank,ML0581,3
1_1103_20918_13988_lib_GATCTG_tag_ACAGTC,,,,ML0581,40
1_1103_20928_20425_lib_GATCTG_tag_ACAGTC,,,,ML0581,12
1_1103_21350_18927_lib_ACATCG_tag_AGACGC,,,,ML0581,1
1_1103_26279_7067_lib_ACATCG_tag_AGTCAT,Laophontidae_sp._2,99.681,local,ML0581,1
1_1103_26435_16318_lib_GATCTG_tag_ACAGTC,,,,ML0581,2
1_1103_27238_6845_lib_ACATCG_tag_ACAGTC,,,,ML0581,45
1_1103_4544_5825_lib_GATCTG_tag_ACAGTC,Eucampia zodiacus,97.794,genbank,ML0581,33
1_1103_6953_3488_lib_GATCTG_tag_ACAGTC,,,,ML0581,20
1_1104_12958_16492_lib_GATCTG_tag_ACAGTC,,,,ML0581,1
1_1104_14278_20945_lib_GATCTG_tag_ACAGTC,,,,ML0581,3
1_1104_15265_4513_lib_GATCTG_tag_ACAGTC,,,,ML0581,38
1_1104_17031_14093_lib_ACATCG_tag_ACGTAT,Centropages abdominalis,99.361,genbank,ML0581,34
1_1104_17630_15447_lib_CACTGT_tag_ATAGCA,,,,ML0581,1
1_1104_17808_5463_lib_GATCTG_tag_AGACGC,,,,ML0581,1
1_1104_19096_21400_lib_GATCTG_tag_ACAGTC,,,,ML0581,38
1_1104_19694_19252_lib_ACATCG_tag_ACTAGC,Attheya longicornis,98.697,genbank,ML0581,559
1_1104_19787_13861_lib_GATCTG_tag_AGTCAT,,,,ML0581,2
1_1104_20254_12187_lib_ACATCG_tag_ATCGAC,,,,ML0581,1
1_1104_22260_11034_lib_CACTGT_tag_ACAGTC,,,,ML0581,3
1_1104_23539_15427_lib_ATTGGC_tag_ACTAGC,Eupolymnia heterobranchia,100,genbank,ML0581,1
1_1104_24982_5634_lib_GATCTG_tag_ACAGTC,,,,ML0581,6
1_1104_29540_12111_lib_GATCTG_tag_ACAGTC,Pseudocalanus newmani,99.313,genbank,ML0581,2
1_1104_8337_15528_lib_GATCTG_tag_ACAGTC,Glycera robusta,99.042,genbank,ML0581,10
1_1104_9405_6250_lib_GATCTG_tag_ACAGTC,Paracalanus sp. C AC-2013,99.678,genbank,ML0581,9
1_1105_13770_11128_lib_GATCTG_tag_ACAGTC,,,,ML0581,2
1_1105_15969_16299_lib_GATCTG_tag_ACAGTC,,,,ML0581,1
1_1105_17598_14451_lib_GATCTG_tag_ACAGTC,,,,ML0581,3
1_1105_23988_19754_lib_GATCTG_tag_ACAGTC,,,,ML0581,2
1_1106_14000_13167_lib_ACATCG_tag_ACGTAT,,,,ML0581,3
1_1106_15355_6833_lib_ACATCG_tag_AGTGTA,Pseudocalanus newmani,100,genbank,ML0581,2473
1_1106_16441_6605_lib_GATCTG_tag_ACAGTC,,,,ML0581,4
1_1106_21362_22137_lib_GATCTG_tag_ACAGTC,,,,ML0581,14
1_1106_23539_17086_lib_ACATCG_tag_AGCTAG,,,,ML0581,13100
1_1106_24232_18696_lib_GATCTG_tag_ACAGTC,,,,ML0581,2
1_1106_8949_15670_lib_GATCTG_tag_ACAGTC,,,,ML0581,3
1_1106_9064_12902_lib_GATCTG_tag_ACAGTC,,,,ML0581,11
1_1107_10537_7257_lib_GATCTG_tag_ACAGTC,Evadne nordmanni,100,genbank,ML0581,13
1_1107_11189_9677_lib_GATCTG_tag_ACAGTC,,,,ML0581,25
1_1107_11604_8718_lib_GATCTG_tag_ACAGTC,Calanus pacificus,98.714,genbank,ML0581,1
1_1107_11821_10861_lib_GATCTG_tag_ACAGTC,,,,ML0581,9
1_1107_12172_10711_lib_GATCTG_tag_ACAGTC,,,,ML0581,8
1_1107_12773_5141_lib_ACATCG_tag_ATGTCG,,,,ML0581,6
1_1107_12981_3755_lib_GATCTG_tag_ACAGTC,,,,ML0581,11
1_1107_14051_5670_lib_GATCTG_tag_ACAGTC,,,,ML0581,1
1_1107_14460_23282_lib_GATCTG_tag_ACAGTC,,,,ML0581,4
1_1107_16441_13694_lib_GATCTG_tag_ACAGTC,,,,ML0581,4
1_1107_4533_7614_lib_ACATCG_tag_ACGTAT,Dactylopusia_sp._2,100,local,ML0581,1
1_1108_14350_20634_lib_GATCTG_tag_ACAGTC,Haminoea_vesicula,100,local,ML0581,4
1_1108_14551_12427_lib_GATCTG_tag_ACAGTC,,,,ML0581,9
1_1108_16375_6231_lib_ACATCG_tag_AGCTAG,,,,ML0581,127
1_1108_16582_6362_lib_ACATCG_tag_ACGTAT,Tisbe_sp._3,100,local,ML0581,88
1_1108_20155_20143_lib_GATCTG_tag_ACAGTC,Pseudocalanus newmani,100,genbank,ML0581,10
1_1108_21454_11542_lib_CACTGT_tag_ATCGAC,,,,ML0581,3
1_1108_21481_5090_lib_ATTGGC_tag_AGCTAG,,,,ML0581,1
1_1108_21579_23051_lib_ACATCG_tag_ACGTAT,,,,ML0581,1
1_1108_23785_10898_lib_GATCTG_tag_ACAGTC,,,,ML0581,53
1_1108_9729_16861_lib_GATCTG_tag_ACAGTC,,,,ML0581,2
1_1109_11698_10371_lib_ATTGGC_tag_AGACGC,,,,ML0581,4
1_1109_13225_8694_lib_GATCTG_tag_ACAGTC,,,,ML0581,4
1_1109_16687_13835_lib_ACATCG_tag_AGTCAT,,,,ML0581,2
1_1109_18475_20464_lib_ACATCG_tag_ACGTAT,,,,ML0581,2
1_1109_19516_3379_lib_GATCTG_tag_ACAGTC,Ditylum brightwellii,100,genbank,ML0581,2
1_1109_23362_6140_lib_ACATCG_tag_ACGTAT,Micropodarke dubia,100,genbank,ML0581,1
1_1109_23677_22295_lib_GATCTG_tag_ACAGTC,,,,ML0581,2
1_1109_24911_10621_lib_GATCTG_tag_ACAGTC,,,,ML0581,17
1_1109_25430_18766_lib_GATCTG_tag_ACAGTC,,,,ML0581,3
1_1109_26088_9469_lib_GATCTG_tag_AGACGC,,,,ML0581,1
1_1109_3949_18367_lib_GATCTG_tag_ACAGTC,Membranipora membranacea,99.64,genbank,ML0581,3
1_1109_6125_6579_lib_GATCTG_tag_ACAGTC,Macoma nasuta,99.361,genbank,ML0581,23
1_1109_9473_2663_lib_GATCTG_tag_ACAGTC,Ditylum brightwellii,99.023,genbank,ML0581,2
1_1110_15678_1630_lib_GATCTG_tag_ACAGTC,,,,ML0581,1
1_1110_19354_20646_lib_ACATCG_tag_AGCTAG,,,,ML0581,2
1_1110_23676_7788_lib_GATCTG_tag_ACAGTC,,,,ML0581,2
1_1110_4314_12227_lib_ACATCG_tag_AGTGTA,Thalassiosira nordenskioeldii,99.361,genbank,ML0581,1051
1_1111_12422_2498_lib_CACTGT_tag_AGACGC,Schistomeringos_longicornis,100,local,ML0581,3
1_1111_13605_8440_lib_ATTGGC_tag_ACAGTC,,,,ML0581,5
1_1111_16692_22582_lib_GATCTG_tag_ACAGTC,Acartia tonsa;Acartia hudsonica,99.361,genbank,ML0581,1
1_1111_18477_10809_lib_ATTGGC_tag_ACTAGC,Styela_gibbsi,99.681,local,ML0581,1
1_1111_21089_16295_lib_GATCTG_tag_ATAGCA,,,,ML0581,2
1_1111_22388_23168_lib_GATCTG_tag_ACAGTC,,,,ML0581,1
1_1111_22780_18464_lib_ACATCG_tag_AGTGTA,Evadne nordmanni,100,genbank,ML0581,470
1_1111_23434_15385_lib_GATCTG_tag_ACAGTC,,,,ML0581,7
1_1111_24383_12924_lib_ACATCG_tag_ATGTCG,,,,ML0581,345
1_1111_24940_5761_lib_ATTGGC_tag_AGTCAT,Parastichopus californicus,100,genbank,ML0581,1
1_1111_5780_4894_lib_GATCTG_tag_ACAGTC,,,,ML0581,1
1_1111_7002_19739_lib_GATCTG_tag_ACAGTC,,,,ML0581,1
1_1111_8504_7622_lib_GATCTG_tag_ACAGTC,Pseudocalanus newmani,99.313,genbank,ML0581,10
1_1112_12758_20564_lib_ATTGGC_tag_AGTGTA,,,,ML0581,1
1_1112_12807_10035_lib_GATCTG_tag_ACAGTC,,,,ML0581,2
1_1112_28398_17873_lib_GATCTG_tag_ATAGCA,,,,ML0581,3
1_1112_5066_18164_lib_ACATCG_tag_ACGTAT,,,,ML0581,1
1_1113_12413_8230_lib_GATCTG_tag_ACAGTC,,,,ML0581,1
1_1113_15490_14855_lib_GATCTG_tag_ACAGTC,,,,ML0581,10
1_1113_2158_16608_lib_GATCTG_tag_ACAGTC,,,,ML0581,15
1_1113_22001_4741_lib_ACATCG_tag_AGACGC,,,,ML0581,14
1_1113_22129_11288_lib_GATCTG_tag_ACAGTC,,,,ML0581,2
1_1113_22818_17041_lib_GATCTG_tag_ACAGTC,Amphiodia cf. urtica KSL-2016;Amphiodia cf. urtica EAC-2010,100,genbank,ML0581,1
1_1113_4021_7093_lib_GATCTG_tag_ACAGTC,,,,ML0581,5
1_1113_6425_22262_lib_ATTGGC_tag_AGCTAG,Saxidomus gigantea,100,genbank,ML0581,49
1_1113_9941_2913_lib_GATCTG_tag_ACAGTC,,,,ML0581,8
1_1114_11202_10555_lib_GATCTG_tag_ACAGTC,,,,ML0581,12
1_1114_13162_8521_lib_GATCTG_tag_ACAGTC,Ditylum brightwellii,98.697,genbank,ML0581,2
1_1114_13823_4062_lib_ATTGGC_tag_AGCTAG,Dodecaceria sp. CMC02,100,genbank,ML0581,2
1_1114_14477_17815_lib_ACATCG_tag_AGTGTA,,,,ML0581,8
1_1114_15321_18856_lib_CACTGT_tag_AGTGTA,,,,ML0581,110
1_1114_15362_4166_lib_GATCTG_tag_ACAGTC,Pseudocalanus moultoni,98.155,genbank,ML0581,1
1_1114_20685_12031_lib_GATCTG_tag_ACAGTC,Glycera_americana,100,local,ML0581,13
1_1114_9325_9818_lib_ATTGGC_tag_AGACGC,Calanus pacificus,99.361,genbank,ML0581,6
1_1115_11549_18291_lib_ACATCG_tag_ATGTCG,Humilaria_kennerleyi,100,local,ML0581,6
1_1115_11582_3865_lib_GATCTG_tag_ACAGTC,Chthamalus dalli;Chthamalidae sp. 144752A,100,genbank,ML0581,2
1_1115_14917_14926_lib_ACATCG_tag_AGCTAG,,,,ML0581,4
1_1115_17296_2783_lib_ATTGGC_tag_ACGTAT,,,,ML0581,1
1_1115_2089_13011_lib_GATCTG_tag_ACAGTC,Ditylum brightwellii,98.697,genbank,ML0581,2
1_1115_21701_16599_lib_GATCTG_tag_ACAGTC,,,,ML0581,2
1_1115_23931_17075_lib_ATTGGC_tag_AGCTAG,,,,ML0581,3
1_1115_24388_22822_lib_GATCTG_tag_ACTAGC,,,,ML0581,1
1_1115_25785_6930_lib_GATCTG_tag_ACGTAT,,,,ML0581,2
1_1115_26087_7468_lib_ACATCG_tag_AGCTAG,,,,ML0581,57
1_1116_13053_18641_lib_GATCTG_tag_ACGTAT,Limecola balthica;Limecola balthica balthica,100,genbank,ML0581,2
1_1116_17092_9119_lib_GATCTG_tag_ACAGTC,Amphiodia cf. urtica EAC-2010,100,genbank,ML0581,9
1_1116_18440_2976_lib_GATCTG_tag_ACAGTC,NA,99.038,local,ML0581,2
1_1116_19739_8871_lib_ACATCG_tag_AGCTAG,,,,ML0581,1
1_1116_21821_1894_lib_ATTGGC_tag_AGTGTA,,,,ML0581,1
1_1116_24359_10445_lib_CACTGT_tag_AGCTAG,,,,ML0581,1
1_1116_24667_14366_lib_ACATCG_tag_AGACGC,NA,100,local,ML0581,536
1_1116_25898_11801_lib_GATCTG_tag_ACAGTC,Euphausia pacifica,99.681,genbank,ML0581,1
